,label,text
21848,1,"hanes apologizes, pulls t-shirts from shelves after seeing how local man looks in them"
8205,1,teen publication takes bold anti-peer-pressure stance
12603,1,intergalactic law enforcement officers place energy shackles on hillary clinton
11617,0,poll: some would choose 'meteor hitting the earth' over trump or clinton
17197,1,report: mom's work friend has no one
17333,1,zangief blasted for disrespectful celebration after fight in spain
7168,1,woman takes break from dating to focus on everything about herself no one could ever love
18245,0,cat shreds on a sled
6327,0,'harlem shake' creators threaten legal action against fcc chairman ajit pai
14173,1,obama revises campaign promise of 'change' to 'relatively minor readjustments in certain favorable policy areas'
13469,0,Giving an answer to a conumdum doesn't necessarily solve it.
111,0,"who's that woman dressed like bowie at the oscars? introducing, sandy powell."
9741,0,So you're not denying that pro-gun activists in Heller used (or misused) the courts to further their own agenda?
14086,1,new robert altman film released straight to special-edition director's-cut dvd
6244,0,gorsuch and rbg - the new 'odd couple'?
21879,0,"say goodbye to twitter eggs, not trolls"
19536,0,the u.s. military has created its own tinderbox in africa
7133,0,how to safely thaw a turkey
10109,0,"Really, well, the pope sees it differently, what do you want me to do about it?
 AiG and ICR defend dogma in contradiction to reality, you like that? Not surprising.
 
 -Mach"
12944,0,oakland artists take on gentrification as tech boom threatens their city
9654,0,"Actually, it is a mutation. Just like the color of the fur is a mutation. Polar bear fur is not white, it is colorless. Moreover, it is hollow. That is another mutation. And Polar bears have longer legs than their closest relatives, the brown bears. They have smaller ears. None of the changes are caused by ""friction"".By the way, the webs between the toes of a Polar bear are very much like the webs between the toes of a duck.Adaptation is, by the way, evolution. I presume that is the word you meant to use. Adaptation is not adaption. You talk about the process as if it were adaption and then call it adaptation. In reality it is adaptation."
11614,0,It's still not right for religious people to have to never speak their beliefs. It's a form of tyranny.
12847,1,If it isn't so hard then why haven't you found it yet? I am still waiting and you becoming cocky is not helping you.
4624,0,'me and mrs. jones' singer billy paul has died
11283,1,"Yeah, they should only teach the sexual positions the Pope would approve of."
117,0,iran's khamenei warns he will confront any interference in may election
24561,1,conservative floridian enjoys living under sharia law more than he thought he would
20553,1,Who are these 1400 geologists? Got a list? Got a link other than the kooks? This 1400 number is only mentioned on your linked site. Nowhere else on the internet. Why?
763,1,pep-rally skit rumored to involve cross-dressing principal
8848,1,"'first date going really well,' thinks man who hasn't stopped talking yet"
19854,0,thalia cassuto remembers when birth control became legal. she's fighting to keep it that way.
16265,0,baby elephant gets (adorably) rescued from the mud
22074,0,traveling in britain during a transit strike? log on to twitter.
22672,0,lady gaga introduces us to her creepy 'american horror story: hotel' children
22023,0,the greatest -- muhammad ali --  dies at 74
5152,1,"""i am equal to any man,"" says stern woman who likely does not menstruate"
13211,0,the fascinating case for eating lab-grown meat
1491,1,scientists discover perfect little out-of-the-way place
19439,0,fan at dodger stadium gets really comfortable
25316,0,watch: snow drifts were no match for this determined freight train
2704,0,trump's labor law enforcer freezes worker-friendly reforms made under obama
15076,1,"Maybe because it's a loaded question? If another evolution hoax were discovered similar to Piltdown man, would you reject evolution and become a Christian? :p"
26571,1,new study finds being on cover of 'people' magazine best predictor of revealing all
3948,0,louis c.k. sends out epic email annihilating donald trump's candidacy
12239,1,hellmann's introduces new meat-on-the-bottom mayo cups
26761,1,Even when the God/Jesus tells you to do just that. OK.
21009,0,south african politician proclaims a 'non-racial' era after vote wins
1871,0,things learned in the first month of having a baby
8664,1,embattled rove seeks asylum in scarborough country
13751,1,seventh-grade class scrambling to piece together teacher's home life from desktop background before powerpoint opened
12071,1,young billionaire's age not reported for sake of nation's ego
22613,0,"amtrak train derails in vermont, seven taken to hospital"
12282,1,"So, Steeeeve, I take it you are not for a FAIR society?   Is an unfair society a moral society? Please explain. I find it difficult to comprehend."
5217,0,"with a trump presidency hanging in the balance, latino groups push for historic turnout"
5097,0,g.w. bush: 'not your government's choice' if you worship or not
25194,1,largemouth bass has largemouth sass!
11347,1,new evidence suggests president george washington sent woodcut of penis to secretary
10401,0,this week in...: 19 hypocrisies and counting
25166,0,"It's worse than that, Pandion. For example, here's what I told him over at ARN on the same subject back on April 5th. http://www.arn.org/ubbthreads/showfl...e#Post30331420"
19450,0,#dirtydenier$ day 9: congressman john kline
24101,1,chris columbus admits there are hours of 'home alone 2' outtakes featuring trump saying racial slurs
2416,0,w. kamau bell chimes in on politics and racism
25492,1,Why? You'll just call them 'stupid'. And by doing so you will have effectively trumped all of the facts in one fell swoop. Right?
7159,1,"world wrestling federation, world wildlife fund reach acronym sharing agreement"
3082,0,donald trump picks up his first congressional endorsements
14681,0,permission denied
12403,1,coal now too expensive to put in christmas stockings
7943,1,backup health care plan involves nation sharing one big jar of ointment
22272,0,You make some great points but she could carry the baby to term and then put it up for adoption...........There are long lists of people wanting to adopt babies...........I know a couple that waited 5 years and then adopted a child from South Korea..........   Why does the innocent baby have to forfeit its life?
9460,1,every one of man's priorities unrecognizable to grandfather
19556,1,"Generally speaking, being labeled as hellspawn by Matthew is a good sign for any campaign. It means that the spawn in question is not likely to blame my checking account for the world's ills."
8732,1,As long as we cut off the privates of the fathers as well.
1913,1,susan g. komen president achieves total breast cancer awareness during 3-day ayahuasca retreat
9784,0,bakery owner vows to stop making wedding cakes altogether after pro-gay court ruling
5224,0,how the media devalue women
12963,0,déjà vu?
27716,1,life-saving drug more accessible to lab rat than majority of americans
17726,1,"BBC NEWS | Special Reports | Frenchman dies in Somalia rescue
Ya know, if you didn't watch Faux.News all the time, ya might actually know some real facts, ""Sartre."""
11625,1,family enters crisis talks after learning restaurant has 45-minute wait
26111,1,'game of thrones' season 3 opens with every character getting fingered while discussing arrival of winter
10436,0,There's a distinct difference... so what? No baby at any age can live outside the womb. It still needs care and attention like any other. This difference in age doesn't mean anything.
25621,1,"hubble space telescope finds men from venus, women from mars"
13935,1,"michele bachmann figures why not, introduces homosexual-beheading bill"
10265,1,"Is this your simpleton way of completely missing the point? Of not being able to understand the simplest of ideas?
"
9143,1,pennsylvania republican doubts vote he just suppressed would even have made a difference
24177,0,josh earnest's first wh briefing didn't end so well
1587,0,north korea botches missile launch on founder's birthday
3629,1,staples adds 'staff picks' section
12336,0,equifax says another 2.4 million customers hit by data breach in 2017
11717,1,woman judges cities solely by their airports
18541,0,donald trump responds to alicia machado by bragging he saved her job
16818,0,these drag superstars are searching for the world's first drag supermonster
20211,0,'one day at a time' actor pat harrington jr. dead at 86
18856,1,wedding experts say engagement ring should cost at least three diamond miners' lives
13322,0,friday's morning email: here's how trump is undermining obamacare
2321,1,area teen receives $2 from grandma
18842,0,mark zuckerberg: 'i regret' rejecting idea that facebook fake news altered election
7523,1,everyone at u.n. watching trump speak can't believe they used to consider u.s. a superpower
10957,0,"Do you want to explain what you think the problem is? You're going to see a much larger change if you start fiddling with the controls than if you were replacing bases within the protein coding sequence - a lot of those wouldn't change anything in the protein, and a lot of the changes to the protein wouldn't have a significant effect either."
24703,1,new orleans adopts $10 cover charge
1187,0,donald trump will not get his son-in-law's newspaper's endorsement
27186,0,michigan residents are pretty unhappy with rick snyder
26002,0,trump at your (thanksgiving) table
21357,1,dad recommends hotel 10 miles away from city you're visiting
5861,1,ns/nd/c/dwf wondering why she can't find someone
24720,0,nobody wins when the final score is 161-2
4889,0,"You just provided good evidence that schools use an atheist presupposition - that atheism is entrenched in public schools. Who proclaims that man and chimps sharing a common ancestor is an established scientific theory? A theory is defined as a well tested explanation that unifies a broad range of observation. A theory has accepted principles. I know of no religion other than atheism - certainly not the Judeo Christian religion - that believe a creator made the common ancestor that man and chimps share. Since far more than half of US residents believe basically the creation account in Genesis, then there's not enough unification or acceptance of that ""theory"". That theory has a presupposition of abiogenesis, or a very similar non scientific basis. Another proof of the atheist entrenchment in public schools would be the organized efforts (largely of the teaching establishment) to keep ID out. "
4376,0,hayley kiyoko is the unapologetically queer pop star we've been waiting for
24708,0,"How do you define evolution? If you don't see any, then you aren't using the definition used by evolutionary biologists. The question is who should define the vocabulary of evolutionary biologist, evolutionary biologists or creationists?"
27481,1,self-helped woman won't stop at just self
7786,0,"But it does restrict criminal access to such items. And it has nothing to do with Tyranny. If a government feels that a certain measure will protect its people and society at the cost of restricting an item that is dangerous I can understand it. It is not tyranny, it is a government doing what it is supposed to. Again I personally disagree with the decision, but I do not believe it is anybodys 'right' to own a weapon nor do I equate such restrictions with extreme forms of government."
8314,0,"men break down watching footage of female genital mutilation, vow to speak out against practice"
14395,0,white nationalists have been saying 'diversity is not our strength' for years
7444,0,don't forget this when you feel overwhelmed
14248,0,republicans ready for december shutdown as boehner exits
2519,1,study finds humans only animals capable of recognizing former selves in mirror
20691,0,the thing that will wreck many americans' retirement
2829,0,"justin trudeau continues to melt hearts, teaching son how to make s'mores"
21807,0,the campaign finance game
5273,1,heroin addicts pressure president to stay course in afghanistan
16802,1,"new wes anderson film features deadpan delivery, meticulous art direction, characters with father issues"
204,0,these senators somehow trust donald trump with the nuclear codes
9381,0,i'm the crystal (and so are you): a poem for cold times
5177,0,cat so scared in shelter won't even look at you
614,1,senate bill to end u.s. role in yemen war rejected by house raytheon executives
17675,1,area man relieved to hear state of union still strong
5353,1,"Individual personal accountability without political leveraging onto others in the same party who did not commit the offense?
What a bizarre idea... emoticonXHoho"
26088,1,"So if it's not human, we can kill it? But I dare say that's a different topic completely. Sorry, that was more along animal rights than abortion. Abortion is this for me: If the baby is going to endanger the mother's life as well as the baby, why endanger the baby and the mother? Sticking on the decided path, would you rather kill something you know is human, or something that you're not sure is human. It sounds a bit cruel and I didn't intend it to be that way at all. It's just that one loss would hard enough, why make it two?"
9005,1,ford: new f-150 pickup truck capable of crushing a big turtle in one go
5967,0,"your probably referring to the mexican basin crater. mass extinction doesn't prove evolution. the flood as described in the Bible is an example of mass extinction. besides, in order for the asteroid theory to work, the asteroid would have to create an almost global tidal wave that would effectively kill the animals by drowning. also similiar to the effects of the flood."
27972,1,"I'd love to know what would constitute ""impartial"" in your view. Btw who'd scrutinize the board?
Why don't you pro-compulsory birthing folks just start a fund and offer to pay women $100,000+ for carrying to term and surrendering the baby. I'd bet you'd have many takers. Can you get a second mortgage on a trailer?"
27668,0,michael moore rips 'so-called president'
24210,1,rnc taps dennis hastert to lead new youth outreach program
24306,1,woman mentally rearranging rankings of children while opening mother's day gifts
2446,1,"How do you ""interpret"" all those extant historical records bracketing the ""flood"" date by several hundred years, as shown by sinjin, which record no such event?"
19606,1,bill up and dies in tennessee legislature
2636,0,Not sure how you can tell that since very little is mentioned about his methods.
24634,0,darren wilson ain't no ham sandwich: prosecutorial manipulation of a flawed grand jury system
21704,1,report: biggest parenting fear remains losing child in high-stakes poker tournament
7515,0,"You mean that it must have has a beginning, don't you?"
6737,0,women who love donald trump say he gets a bad rap from the media
22016,0,watch this little girl age 80 years right before your eyes
19898,0,possible ebola case investigated in italy
21508,0,"Well, then. They're not TROO christians. Just ask a certain poster on this board. When I told this certain poster that I have known several clergymen from several Christian denominations who accepted evolutionary theory, that's what he told me.   That certain poster and others would rather claim Newton, who was an arian, as a christian rather than clergymen who accept the divinity of Christ. Those clergy just understand both science and religion better."
16756,1,"Whatever. First you say no one is calling you a hypocrite, than you say people do it, but it just an attack tactic. If you ever get to a mental state where you can entertain the possibility that a critisism of you can be grounded in reality, than go back to my post where I say ""This is why..."" and give it a read again. Maybe you'll learn somethig. Till then..."
28105,0,san juan mayor slams feds' response to puerto rico: 'get your ass moving'
22900,0,here's why we need to stop criticizing lebron james
26315,1,"You missed out mean-spirited, which fits like a very well fitting glove."
1638,0,"Gay Blog - QueerSighted
 
 This is long overdue.
 Marginalizing gay couples by failing to acknowledge our existence is ending."
2618,0,"deshawnda bradley, #blacklivesmatter and the reminder that self-definition is essential to our survival"
13007,1,slovenian 8th-graders surprised even they outperformed u.s. students in science
7496,0,desperation grips haiti as it struggles to rebuild yet again
19141,0,"So, in other words, what you're saying is that the Pope, who just declared that all Christian Churches apart from the RCC to be false churches, including we evangelicals/fundamentalists is a fundie himself ? JPs right Matt, take your meds and do it quickly."
6987,1,baby-shower attendees quickly drain box of white zinfandel
24102,1,millionaire pays for breast implants for rolls royce hood ornament
13162,0,"mechanic stole city bus because he was late for work, police say"
9446,1,cbs laugh track threatens walkout
26550,1,"as election draws near, area man moves to all-obama t-shirt rotation"
9787,1,study: all of your memories implanted in you 5 minutes ago when universe was created
26624,1,"The IDEA isn't a bunch of bull, but our implementation of it does leave a lot to be desired. Too bad Jefferson wasn't immortal!!!
"
17676,0,"Healthcare is a human and civil right in a democratic society.
 
 YouTube - Peter Paul & Mary - Blowin in the wind
 
 
 ..."
4422,0,rev. run on being a tv dad: 'it's important to me'
7796,0,challenging the warsaw pact from within
6982,1,new jersey supreme court rules the bastard had it coming
5108,1,voter just needs to know which candidate chops wood in a flannel shirt
154,0,ken burns implores stanford graduates to believe sexual assault survivors
3348,1,woman devises latest delusional scheme for burning extra calories during workday
2268,1,nation still reeling from mega-success of 'mr. popper's penguins'
16615,0,'star wars' fans are freaking out because 'jedi' in 'the last jedi' is plural
7347,1,al-qaeda marching band to join macy's parade after incredible audition
13804,0,trump campaign ceo steve bannon failed to properly pay taxes for several years
2692,1,harpoon industry attempting rebrand by pointing out harpoons can harpoon stuff besides whales
27575,0,why these people of faith are marching for women this weekend
8080,1,"america not sure it will have enough revulsion and horror left for cabinet, court appointments"
2653,1,u.s. dollar drops against counterfeit u.s. dollar
1742,1,shop class in rich school district just teaches students how to deal with general contractors
9549,0,dozens killed in ethiopia after stampede at protest
22357,0,eating like an idiot for a weekend in san francisco
7170,1,berserk hairdresser cuts bangs without permission
24831,0,why uber should hire a woman ceo
14646,0,the reclusive billionaire bankrolling ted cruz
12258,1,"Oh, I get it. So you believe, but you don't exactly ""believe""."
25745,0,"This is just plain dumb. Abortion is NOT the primary means of birth control. If it is used as birth control, it's because others have failed or haven't been tried."
27569,1,blood runs down house of representatives walls as chamber itself selects new speaker
2688,1,god wedges another cherub beneath leg to level wobbly throne
8674,1,rudy giuliani calls in to talk show he already on to deny what he just said
20781,1,trump fulfills campaign promise of pushing major immigration decision on someone else so he can watch tv
6139,0,"yes, let's just ignore trump's hateful rhetoric and laugh about the guy in the sweater"
22524,0,Life evolved over billions of years rather than being created in a few days.
23504,0,michael bloomberg states support for bloomberg politics after report he's soured on star journalists
421,0,nancy pelosi: donald trump cannot be 'casually loose-lipped'
17960,0,america thinks donald trump's debate performance was a catastrophe
1,0,Well he has further political aspirations..........The 9th circuit in Sodom (SF) is always making law instead of interpreting it........That is why they are over ruled so often.......
7103,1,bush calls for rock revolution in weekly pirate-radio address
9111,0,six things we learned from the 'mad men' tca panel
21066,0,qatar said to run a covert training camp for syrian rebels with u.s. help
7418,0,"this season, the nfl got political. roger goodell is still trying to pretend it's not."
22123,1,"And you can disprove hindusism, or Janism, or Taosism, or Confusism, or Buddhism, or atheism.
On the other hand, Christianity make some very strong claims.. such as the phsycial resurrection of someone 3 days dead, dead people walking around a city, thousands of people being fed with 5 fish, and make claims about the 
existance of demons.. 
Frankly, those are rather silly superstitions that in my eyes discredit the possiblity of Christiantiy being accurate.
Not to meantion the belief in hell and salvation.. sheese, where do people ocme up with these crasy ideas.
And, of course, the concept that some religious people have of a 6 day creation a bit over 6000 years ago has been falsified."
5088,0,"And statistically a school massacre by someone with a concealed carry permit is just short of being nonexistent, but that fact still doesn't mean a thing to you."
22509,1,burger king unveils new low-fat cashier
10865,0,this may be the most disgusting thing you'll see all week (we warned you)
20291,1,picasso's 'guernica' triples in value after being autographed by the 1994 new york rangers
10686,1,man disgusted just by constant thought of 2 guys kissing
7254,0,nba free agency winners and losers
23298,0,"another noose found near d.c. museums, police say"
3564,1,poll finds americans still fiercely divided along charlotte brontë–emily brontë lines
26779,1,tv viewers outraged at timing of commercial break
19472,0,4 parenting tips that are music to your ears
20414,0,"las vegas sands pays $9 million to end sec probe into china, macau"
8899,0,illinois' wall of fame: the state's best designations
21501,0,barry jenkins quietly makes history with oscar nomination trifecta
9301,0,one way to make college worth it: help students feel like someone cares about them
16944,1,remington debuts new split barrel murder-suicide shotgun
9526,0,"You are a known anti-gun supporter, should we really be surprised at your presidential choice. Funny thing is, you are going to get screwed just like the rest of us if Obama wins. He might try to take our guns away, but your rights that are important to you wont be very far behind."
25608,1,pete townshend can't explain
8321,1,new texas legislation would require whiskey bottles to be shot out of air immediately after being emptied
17665,0,"man shoots up bathroom when occupant takes too long, police say"
16657,1,heat wave forces johnny cash to don black shorts
3854,1,taylor swift unveils even darker persona with new single 'skullfucking maggot shit boyfriend'
9219,1,nation's loyalists compete in annual nigel's bangers and mash eating contest
2253,1,megan fox daydreaming about megan fox naked
27832,0,"""that bastard kushner..."""
12567,0,the nightmare of gaza continues
8853,0,supreme court foreshadows big constitutional ruling in immigration case
1868,1,paul ryan cuts $120 million in wasteful spending from romney campaign
21856,1,man too deep into sentence to avoid saying word he can't pronounce
12454,1,report: more american children raised by carjackers who didn't realize there was someone in backseat
13436,0,"Sorry to inform you, but until you are 18 years old in this country, you are not granted full protection of your rights under the constitution of the united states. I don't agree with testing either, but saying that it violates your rights is not a valid argument. "
12171,0,gutters and castles
14185,1,birthday cards from grandma becoming more religious
24497,1,"nelson mandela admits thoughts, prayers of millions played no part in recovery"
22940,1,Well that lets out most of the supreme court when RvW comes up! And of course 1/2 give or take of the voters would be disqualified if relevant issues come up to a vote. Perhaps we should start an effort to amend the constitution to incorporate your idea!
10412,0,"michelle, ross and carson on the wild ride to 'rupaul's drag race'"
7863,0,george zimmerman auctioning off gun used to kill trayvon martin
19797,0,"And yet that is not the case. There are those who believe, on moral grounds, that what Hitler did was the right thing to do.
 
 An absolute morality requires absolute consensus, and there isn't any."
11366,0,"prince cremated, private ceremony held with family and friends"
413,0,"teen blinded in one eye, but 'lucky to be alive' after duct tape challenge"
2728,0,So the stats come from John Lott.... Wasn't he the one who got caught making up statistics and impersonated a woman for three years to support the pro-gun cause? http://articles.latimes.com/2006/may...on/oe-wiener31http://whoismaryrosh.com/....a bizarre individual who I don't think can be trusted.
24390,0,is a four-day school week a good idea?
16528,0,a brief and spooky history of the word 'boo'
14199,1,"No Doc. Obama will be happy for Reo. It is compassionate, Social justice stuff, and all!"
6100,0,chicago city council approves $13 minimum wage
24054,0,"No, the question is why you let violent individuals remain free in public."
14790,1,fourth-grader drawing big blank on which year 9/11 terror attacks occurred
818,0,the fbi just blasted reporting on the san bernardino killings
8771,0,whatsapp to phase out subscription fees
12999,1,bling-bling pawned
27982,1,ron desantis clarifies that 'monkey' comment was intended as subtle enough dog whistle to get away with
25043,0,"This is not true. Rather, when there is conflict between one's sanctity of life vs another's quality of life, the sanctity of life must win."
7056,1,catchphrase from 'the love guru' overheard
11229,1,death of sailor in iconic vj-day photo reminds americans of halcyon days when wars still ended
13116,0,christian devotees around the world re-enact jesus' crucifixion
14126,0,hillary clinton taps jay z to urge young black americans to vote
24067,1,nerd has most obscure crush ever
18553,0,finding the common thread
5129,0,game review: 'super mario maker' is a diy triumph
27081,0,"The mechanism, according to biologists, is a random mutation that would usually not reproduce much, but reproduces when the rest of the bacteria are removed. The mutation becomes a standard gene at this point."
27151,1,"Um. LOOK AT THE THREAD TITLE Jyoshu.
This thread is about bible illiteracy.
I realize you want to change the topic to something else. But again, it's illogical to complain I didn't answer a question you hadn't asked before.
"
726,0,'it's the heart of mississippi': meet the people of oxford
10392,1,group that makes dodge truck commercials called 'creative team'
14118,1,atari releases updated adventure video game
10971,0,sex tied to better brain power in older age
16484,0,aunt flo makes all the visits you never asked for in adorable video
4399,1,royal couple to spend $36.21 queen elizabeth had left over from 2010 u.s. visit
7041,0,why getting married may help people drink less
6915,0,train crash in pakistan kills at least four and injures dozens
12152,0,aircraft laser strikes soar to all-time high
11578,1,And what is so special about religion that give people special rights for a choice? I say no special rights for religion.
25555,0,retail group spoofs 'ferris bueller' in ad bashing donald trump's tariffs
14331,0,friday talking points -- prelude to silly season
6789,1,Because those who are pro life are against a womens right to own her own body. Her body her choice and none of anyone elses business. Remember control freaks are everywhere.
12230,1,"Nice attempt at an audition. Since the law firm you hired is supposed to find a director and president for your crumbled .org do you think you will get the job? What's the matter, didn't Hennigan cut it after the other lawyer fled when he saw the handwriting on the wall? emoticonXGood"
27889,1,"aaron eckhart likes to make one frankenstein movie for them, one frankenstein movie for himself"
14298,1,pope francis washes feet of phillie phanatic
10809,1,skittles unveils new liqui-gels for fast-acting fruity flavor
26964,1,"area woman not yelling at you, she's just saying"
1384,1,area man nostalgic for time when ads targeting him not as sad
13383,1,server loves that dessert
14072,0,bernice king says trump's racist comments are 'troubling to our humanity'
6887,1,fat guy mistakenly thought of as strong
23964,1,americans demand their voices be heard and also some kind of dessert you get after breakfast
6242,1,obama returns from paris climate talks with couple energy-efficient light bulbs
25582,1,prince harry: 'i killed taliban-looking people'
10492,0,blm protest at london airport calls out environmental inequality
14053,1,woman thinks she would make a great talk-show host
24894,1,transportation secretary calls for $200 billion in funding to repair nation's rickety wooden bridges
16840,1,visiting friend okay doing whatever
2527,1,high school student council passes nonbinding resolution
7925,0,gop congressman turns science committee into platform for his own anti-science views
3275,0,a third of americans say they know someone affected by harvey
6571,0,The criminals in DC already have their guns. All striking down DC's handgun ban will do is let the law abiding be able to better defend themselves and be armed for a change.
24495,1,everyone in town hall debate audience has spouse who lost health insurance and is dying of cancer
22303,1,"Well, I suppose creationists would object to careful definition of terms and the assiduous distinguishing of fact from non-fact, wouldn't they? It runs counter to all they hold dear."
13391,0,think going on a diet is harmless? think again.
15002,0,"with big names like the cure and grimes shining at bestival toronto, it was the details and even a michigan-born techno artist that made it a wonderland"
3904,0,You haven't proven anything. All you have done is spew your same old drivel which ignores what I actually say and reinterprets it to mean what you want it to say. You must corrupt what I say since you can't accept the truth of my beliefs and win your fallacious argument.
5347,0,hundreds of goats invade berkeley
9420,0,israeli strike kills prominent hezbollah members in syria
24460,0,how to advance lgbt rights in red states
11545,0,the internet and social media: how to disconnect
23787,0,9 excellent reads for labor day weekend
12856,0,"barbara bush in 'failing health,' won't seek more medical treatment"
19092,1,eric cantor tossed by bucking mitch mcconnell during congressional rodeo
6854,1,"Sorry, I hadn't realised your one-man legislature had passed a law forbidding discussion of equal protections. I'll discuss what I damn well please.
"
5945,1,george thorogood fan disgusted to learn musician licensed 'bad to the bone' for commercial purposes
10012,0,3 tips for improving the productivity of your sales team
20702,0,black parkland students want peers to 'share the mic'
5833,0,But just try and remove them from those that think we do and you will have a war on your hands. It's too bad we didn't become more like Canada is respect to gun ownership. A lot more people would be alive today and others not sitting in prison for crimes they commited.
16221,1,"vote, voter wasted"
20899,0,"#metoo, and it's time for change"
18725,1,producer tells actress non-disclosure agreement pretty standard for getting away with abusing his power
14730,1,impatient raytheon declares war on north korea
1443,0,shamed and abandoned: the fate of syria's former female inmates
11563,0,"The problem here is the translation from Hebrew to English. In Hebrew the translation was ""seven pairs"" in the English translation we wrote it as ""seven"". No contradictions there."
22848,0,stop what you're doing and watch chuck schumer bust a move
2389,0,seth meyers loses it over thanksgiving's proximity to christmas
9599,1,man watches helplessly as white elephant exchange completely devolves into friends just chatting and having nice time
20032,0,syria's bashar assad tops off another year of bloodshed with a holiday photoshoot
18284,1,smart aleck ruins academy awards
5574,0,kris jenner turned all the way up for drunken valentine's day karaoke
11049,0,e-cig users and vapers need to join anti-drug war movement
5559,0,how to really listen in a difficult conversation (6.2)
484,1,fantasy baseball team suffers major setback as owner embarks on weeklong honeymoon without internet access
2352,1,ira glass tries to explain 'this american life' at high school reunion
27929,1,paul lynde impersonation lost on daughter's friends
1332,1,mom makes sure everyone has masturbated before long car ride
23132,0,watch: dolphin knocks stand-up paddleboarder off his board
14062,1,holocaust historian can't help imagining what random people would look like behind barbed-wire fence
22059,0,trump's fec pick worries watchdogs
18387,0,cops write super-friendly letter to wanted woman
25303,0,jonathan adler's stunning new hotel project has a powerful mission
12774,0,"Recent studies apparently show that pot is more harmful than you say. One joint is said to contain more carcinogens than four tobacco cigarettes.I doubt your 20,000 joints theory.You have a simplistic argument going for pot. I can't agree that legalizing all drugs would be a good thing either. Programs in Holland have failed to produce significant if any benefits to society in general. The druggies seem to have benefitted by having arrest-free drug zones and access to whatever they want, but the cost of drugs still requires some income, something that most of them likely do not have other than from crime, begging or social programs.One ""benefit"" I see from legalizing drugs is that the users could be more easily identified."
5059,1,"'syrians' lives are worthless,' obama tells daughters before kissing them goodnight"
25373,0,virginia board votes to amend harsh abortion clinic regulations
15163,0,"If logic was invented by man that would mean that when people did not exist neither did logic. That does not sound logical to me. Most people believe there is life eleswhere in the universe (I'm not saying I do but I just want to illustrate a point). If logic was invented by man does that mean aliens elsewhere in the universe do not have logic to guide them?   Just a question.   ""In Christ are hidden all the treasures of wisdom and knowledge."" (Colossians 2:3)"
14370,1,critics blast al gore's documentary as 'realistic'
27876,0,i am addicted to goodwill
18892,0,huffpost hill - secret service agents really glad dark sunglasses hide bloodshot eyes
11590,0,what the heart of a tiger looks like: faith instead of fear
21597,0,my favorite love story
23973,0,"Well I ####,moan,and bitch about it to and I know I can't prove anything,but do'nt logic say an AK47 ASSAULT RIFLE not semi auto but the real deal is going to cost hundreds less south of their border,Know doubt the same for an M16.Also you don't have to worry about smuggling them in as much if at all.Besides it getting harder all the time to get your ASSAULT RIFLES(you know the full auto type)not to mention hand grenades and rpgs at your corner gun shop anymore.Oh yeah less not forget the gun shows,and all there loop holes.   Jus a thought."
8930,0,they're coming!
6005,1,smoking ban collapses fragile prison economy
2483,1,baltimore pigeons shocked to find beloved shitting statues gone
20680,0,meet the third party
11000,0,the secret to the best barbecue
3729,1,detroit burned down for the insurance money
22260,0,this is the coziest collection from nyfw
5080,1,bernie sanders asks anyone who's serious about breaking up big banks to meet him on corner of canal and bowery at midnight
12438,0,here's what reagan and bush had to say about immigration
19219,0,donald trump and paul ryan meet in hopes of mending divided party
16514,0,"Well let's put it this way. I really like playing baseball. So I put in a law that says everyone has to play baseball unless they're in a position where it will threaten their life. Since it's such a wonderful thing no one should have any problem with a law passed, right?"
4149,0,it's 2016. do you know where your bombs are falling?
13831,0,I hope I have already begun to change your mind.
24244,0,"audra mcdonald, kirsten gillibrand to celebrate the lgbtq community in nyc"
5624,1,robin williams body-hair-mowing project enters third week
7242,1,nervous pope candidate changes wine into jesus christ's urine
9613,0,pulse nightclub shooter's father revealed as former fbi informant
4570,1,scientists confirm first case of zika transmission from article to reader
3054,1,state's abortion waiting period allows women to explore alternatives to making their own decisions
17537,1,civil war historians posit 'you had to be there' theory
26400,0,rob kardashian posts cutest video for his anniversary with blac chyna
15897,0,"from athens to the u.s., this greek startup wants to make hiring easier"
9509,1,beyoncé begins painful surgical transformation to prepare for role in live-action 'lion king' remake
1720,1,dozens of knockoff internets flood market after patent expires
27396,0,"Liberals love big Gov't. They can't do anything for themselves so they want to rely on the Gov't for everything. Ahhhh you smell that, smells like communism to me. Lets not worry too much about it though, we'll all be equal I'm sure our masters will also have a fun time listening to our ""protests"" once all of our rights have been taken away."
1910,0,gay man and his mom open up about beautiful viral hidden camera coming out video
17255,1,aliens mourn as final cheers episode reaches alpha centauri
3400,1,recruiter saw your background in computer science and thought maybe you'd be interested in working part-time at a kohl's in sioux city
10472,0,"this is not how you play frisbee, but we love it anyway"
16478,0,the best chance to defeat roy moore may be for the democratic party to lie low
7852,1,macy's parade float covered in tickets after parking on 5th avenue over holiday weekend
20030,0,"songs from the big chair gets supersized: chats with tff's roland orzabal & curt smith, lloyd cole and lang lang...plus!"
22825,1,tv viewer relates to totally unbelievable character that could never exist in reality
26059,1,You are so FUN. Its amazing to hear you say this considering how much you applaud a law that pretty much allows this in Arizona.
27388,0,"So he ""overlooks"" plate tectonics twice? He's either ignorant or a liar. Some might say both. Knowing his other work as I do, I say both."
18403,0,this sleep condition is more common than depression
9678,1,indianapolis sports reporter pours his little heart out in peyton manning retirement column
